Age,Gender,Education Level,Job Title,Years of Experience,Salary,Level
44.0,Male,Master's,Project Engineer,11.0,170000.0,Senior
37.0,Male,Master's,Software Engineer,9.0,150000.0,Senior
31.0,Male,Master's,Project Engineer,6.0,125000.0,Senior
42.0,Male,PhD,Software Engineer,14.0,170000.0,Senior
38.0,Male,Master's,Software Engineer,10.0,155000.0,Senior
43.0,Male,PhD,Project Engineer,13.0,185000.0,Senior
36.0,Male,Master's,Software Engineer,8.0,140000.0,Senior
48.0,Male,PhD,Project Engineer,16.0,190000.0,Senior
31.0,Male,Master's,Project Engineer,7.0,135000.0,Senior
40.0,Female,PhD,Software Engineer,12.0,160000.0,Senior
43.0,Male,PhD,Project Engineer,13.0,185000.0,Senior
48.0,Male,PhD,Project Engineer,16.0,190000.0,Senior
31.0,Male,Master's,Project Engineer,6.0,125000.0,Senior
40.0,Male,PhD,Software Engineer,12.0,160000.0,Senior
36.0,Male,Master's,Software Engineer,8.0,140000.0,Senior
44.0,Male,Master's,Project Engineer,11.0,170000.0,Senior
43.0,Male,PhD,Project Engineer,13.0,185000.0,Senior
38.0,Male,Master's,Software Engineer,10.0,155000.0,Senior
31.0,Male,Master's,Project Engineer,7.0,135000.0,Senior
48.0,Male,PhD,Project Engineer,16.0,190000.0,Senior
43.0,Male,PhD,Project Engineer,13.0,185000.0,Senior
44.0,Male,Master's,Project Engineer,11.0,170000.0,Senior
37.0,Male,Master's,Software Engineer,9.0,150000.0,Senior
31.0,Male,Master's,Project Engineer,6.0,125000.0,Senior
42.0,Male,PhD,Software Engineer,14.0,170000.0,Senior
38.0,Male,Master's,Software Engineer,10.0,155000.0,Senior
42.0,Male,PhD,Software Engineer,12.0,170000.0,Senior
47.0,Male,PhD,Project Engineer,16.0,190000.0,Senior
39.0,Female,Master's,Software Engineer,11.0,160000.0,Senior
46.0,Male,PhD,Project Engineer,14.0,180000.0,Senior
43.0,Male,PhD,Project Engineer,13.0,185000.0,Senior
40.0,Female,PhD,Software Engineer,12.0,160000.0,Senior
41.0,Male,PhD,Project Engineer,13.0,185000.0,Senior
47.0,Male,PhD,Project Engineer,16.0,190000.0,Senior
39.0,Female,Master's,Software Engineer,11.0,160000.0,Senior
46.0,Male,PhD,Project Engineer,14.0,180000.0,Senior
43.0,Male,PhD,Project Engineer,13.0,185000.0,Senior
40.0,Female,PhD,Software Engineer,12.0,160000.0,Senior
41.0,Male,PhD,Project Engineer,13.0,185000.0,Senior
47.0,Male,PhD,Project Engineer,16.0,190000.0,Senior
39.0,Female,Master's,Software Engineer,11.0,160000.0,Senior
46.0,Male,PhD,Project Engineer,14.0,180000.0,Senior
43.0,Male,PhD,Project Engineer,13.0,185000.0,Senior
40.0,Female,PhD,Software Engineer,12.0,160000.0,Senior
41.0,Male,PhD,Project Engineer,13.0,185000.0,Senior
47.0,Male,PhD,Project Engineer,16.0,190000.0,Senior
39.0,Female,Master's,Software Engineer,11.0,160000.0,Senior
46.0,Male,PhD,Project Engineer,14.0,180000.0,Senior
43.0,Male,PhD,Project Engineer,13.0,185000.0,Senior
40.0,Female,PhD,Software Engineer,12.0,160000.0,Senior
41.0,Male,PhD,Project Engineer,13.0,185000.0,Senior
47.0,Male,PhD,Project Engineer,16.0,190000.0,Senior
39.0,Female,Master's,Software Engineer,11.0,160000.0,Senior
46.0,Male,PhD,Project Engineer,14.0,180000.0,Senior
43.0,Male,PhD,Project Engineer,13.0,185000.0,Senior
40.0,Female,PhD,Software Engineer,12.0,160000.0,Senior
41.0,Male,PhD,Project Engineer,13.0,185000.0,Senior
47.0,Male,PhD,Project Engineer,16.0,190000.0,Senior
39.0,Female,Master's,Software Engineer,11.0,160000.0,Senior
46.0,Male,PhD,Project Engineer,14.0,180000.0,Senior
43.0,Male,PhD,Project Engineer,13.0,185000.0,Senior
40.0,Female,PhD,Software Engineer,12.0,160000.0,Senior
41.0,Male,PhD,Project Engineer,13.0,185000.0,Senior
51.0,Male,PhD,Project Engineer,19.0,200000.0,Senior
43.0,Female,PhD,Project Engineer,14.0,190000.0,Senior
50.0,Male,PhD,Project Engineer,18.0,195000.0,Senior
45.0,Male,PhD,Project Engineer,16.0,185000.0,Senior
46.0,Male,PhD,Project Engineer,15.0,180000.0,Senior
49.0,Female,PhD,Project Engineer,17.0,195000.0,Senior
46.0,Male,PhD,Project Engineer,15.0,180000.0,Senior
49.0,Female,PhD,Project Engineer,17.0,195000.0,Senior
46.0,Male,PhD,Project Engineer,15.0,180000.0,Senior
49.0,Female,PhD,Project Engineer,17.0,195000.0,Senior
46.0,Male,PhD,Project Engineer,15.0,180000.0,Senior
49.0,Female,PhD,Project Engineer,17.0,195000.0,Senior
46.0,Male,PhD,Project Engineer,15.0,180000.0,Senior
49.0,Female,PhD,Project Engineer,17.0,195000.0,Senior
46.0,Male,PhD,Project Engineer,15.0,180000.0,Senior
49.0,Female,PhD,Project Engineer,17.0,195000.0,Senior
46.0,Male,PhD,Project Engineer,15.0,180000.0,Senior
49.0,Female,PhD,Project Engineer,17.0,195000.0,Senior
46.0,Male,PhD,Project Engineer,15.0,180000.0,Senior
49.0,Female,PhD,Project Engineer,17.0,195000.0,Senior
46.0,Male,PhD,Project Engineer,15.0,180000.0,Senior
49.0,Female,PhD,Project Engineer,17.0,195000.0,Senior
46.0,Male,PhD,Project Engineer,15.0,180000.0,Senior
50.0,Male,PhD,Project Engineer,18.0,195000.0,Senior
44.0,Female,PhD,Project Engineer,14.0,190000.0,Senior
51.0,Male,PhD,Project Engineer,19.0,200000.0,Senior
45.0,Male,PhD,Project Engineer,16.0,185000.0,Senior
49.0,Male,PhD,Project Engineer,17.0,195000.0,Senior
43.0,Female,PhD,Project Engineer,14.0,190000.0,Senior
50.0,Male,PhD,Project Engineer,19.0,200000.0,Senior
45.0,Male,PhD,Project Engineer,16.0,185000.0,Senior
49.0,Male,PhD,Project Engineer,17.0,195000.0,Senior
43.0,Female,PhD,Project Engineer,14.0,190000.0,Senior
50.0,Male,PhD,Project Engineer,19.0,200000.0,Senior
45.0,Male,PhD,Project Engineer,16.0,185000.0,Senior
49.0,Male,PhD,Project Engineer,17.0,195000.0,Senior
43.0,Female,PhD,Project Engineer,14.0,190000.0,Senior
50.0,Male,PhD,Project Engineer,19.0,200000.0,Senior
45.0,Male,PhD,Project Engineer,16.0,185000.0,Senior
49.0,Male,PhD,Project Engineer,17.0,195000.0,Senior
43.0,Female,PhD,Project Engineer,14.0,190000.0,Senior
50.0,Male,PhD,Project Engineer,19.0,200000.0,Senior
45.0,Male,PhD,Project Engineer,16.0,185000.0,Senior
49.0,Male,PhD,Project Engineer,17.0,195000.0,Senior
43.0,Female,PhD,Project Engineer,14.0,190000.0,Senior
50.0,Male,PhD,Project Engineer,19.0,200000.0,Senior
45.0,Male,PhD,Project Engineer,16.0,185000.0,Senior
49.0,Male,PhD,Project Engineer,17.0,195000.0,Senior
43.0,Female,PhD,Project Engineer,14.0,190000.0,Senior
50.0,Male,PhD,Project Engineer,19.0,200000.0,Senior
45.0,Male,PhD,Project Engineer,16.0,185000.0,Senior
50.0,Male,PhD,Project Engineer,18.0,195000.0,Senior
43.0,Female,PhD,Project Engineer,14.0,190000.0,Senior
50.0,Male,PhD,Project Engineer,19.0,200000.0,Senior
45.0,Male,PhD,Project Engineer,16.0,185000.0,Senior
49.0,Male,PhD,Project Engineer,17.0,195000.0,Senior
43.0,Female,PhD,Project Engineer,14.0,190000.0,Senior
50.0,Male,PhD,Project Engineer,19.0,200000.0,Senior
45.0,Male,PhD,Project Engineer,16.0,185000.0,Senior
49.0,Male,PhD,Project Engineer,17.0,195000.0,Senior
43.0,Female,PhD,Project Engineer,14.0,190000.0,Senior
50.0,Male,PhD,Project Engineer,19.0,200000.0,Senior
45.0,Male,PhD,Project Engineer,16.0,185000.0,Senior
49.0,Male,PhD,Project Engineer,17.0,195000.0,Senior
43.0,Female,PhD,Project Engineer,14.0,190000.0,Senior
50.0,Male,PhD,Project Engineer,19.0,200000.0,Senior
45.0,Male,PhD,Project Engineer,16.0,185000.0,Senior
49.0,Male,PhD,Project Engineer,17.0,195000.0,Senior
43.0,Female,PhD,Project Engineer,14.0,190000.0,Senior
50.0,Male,PhD,Project Engineer,19.0,200000.0,Senior
45.0,Male,PhD,Project Engineer,16.0,185000.0,Senior
49.0,Male,PhD,Project Engineer,17.0,195000.0,Senior
43.0,Female,PhD,Project Engineer,14.0,190000.0,Senior
50.0,Male,PhD,Project Engineer,19.0,200000.0,Senior
45.0,Male,PhD,Project Engineer,16.0,185000.0,Senior
49.0,Male,PhD,Project Engineer,17.0,195000.0,Senior
43.0,Female,PhD,Project Engineer,14.0,190000.0,Senior
50.0,Male,PhD,Project Engineer,19.0,200000.0,Senior
45.0,Male,PhD,Project Engineer,16.0,185000.0,Senior
43.0,Male,PhD,Project Engineer,15.0,180000.0,Senior
44.0,Female,PhD,Project Engineer,16.0,190000.0,Senior
49.0,Female,PhD,Project Engineer,19.0,210000.0,Senior
50.0,Male,PhD,Project Engineer,18.0,195000.0,Senior
43.0,Female,PhD,Project Engineer,14.0,190000.0,Senior
50.0,Male,PhD,Project Engineer,19.0,200000.0,Senior
45.0,Male,PhD,Project Engineer,16.0,185000.0,Senior
49.0,Male,PhD,Project Engineer,17.0,195000.0,Senior
43.0,Female,PhD,Project Engineer,14.0,190000.0,Senior
50.0,Male,PhD,Project Engineer,19.0,200000.0,Senior
45.0,Male,PhD,Project Engineer,16.0,185000.0,Senior
49.0,Male,PhD,Project Engineer,17.0,195000.0,Senior
43.0,Female,PhD,Project Engineer,14.0,190000.0,Senior
46.0,Female,PhD,Project Engineer,16.0,185000.0,Senior
44.0,Female,PhD,Project Engineer,16.0,190000.0,Senior
49.0,Female,PhD,Project Engineer,19.0,210000.0,Senior
50.0,Male,PhD,Project Engineer,18.0,195000.0,Senior
43.0,Female,PhD,Project Engineer,14.0,190000.0,Senior
50.0,Male,PhD,Project Engineer,19.0,200000.0,Senior
45.0,Male,PhD,Project Engineer,16.0,185000.0,Senior
49.0,Male,PhD,Project Engineer,17.0,195000.0,Senior
43.0,Female,PhD,Project Engineer,14.0,190000.0,Senior
50.0,Male,PhD,Project Engineer,19.0,200000.0,Senior
45.0,Male,PhD,Project Engineer,16.0,185000.0,Senior
49.0,Male,PhD,Project Engineer,17.0,195000.0,Senior
43.0,Female,PhD,Project Engineer,14.0,190000.0,Senior
44.0,Male,PhD,Data Scientist,15.0,180000.0,Senior
36.0,Male,PhD,Data Scientist,12.0,170000.0,Senior
36.0,Male,PhD,Data Scientist,12.0,170000.0,Senior
36.0,Male,PhD,Data Scientist,12.0,170000.0,Senior
36.0,Male,PhD,Data Scientist,12.0,170000.0,Senior
36.0,Male,PhD,Data Scientist,12.0,170000.0,Senior
36.0,Male,PhD,Data Scientist,12.0,170000.0,Senior
36.0,Male,PhD,Data Scientist,12.0,170000.0,Senior
43.0,Male,Master's,Software Engineer,21.0,187081.0,Senior
29.0,Female,Master's,Software Engineer,6.0,132720.0,Senior
35.0,Male,Master's,Project Engineer,8.0,101332.0,Senior
35.0,Female,Bachelor's,Project Engineer,12.0,166375.0,Senior
43.0,Male,Master's,Software Engineer,21.0,185119.0,Senior
52.0,Female,Master's,Software Engineer,28.0,186963.0,Senior
30.0,Male,High School,Project Engineer,11.0,103947.0,Senior
58.0,Male,Master's,Software Engineer,27.0,190004.0,Senior
46.0,Female,Bachelor's,Software Engineer,20.0,139398.0,Senior
33.0,Female,Master's,Project Engineer,9.0,126753.0,Senior
33.0,Male,Master's,Software Engineer,8.0,139817.0,Senior
24.0,Female,High School,Project Engineer,1.0,52731.0,Senior
28.0,Female,Master's,Software Engineer,5.0,99747.0,Senior
32.0,Male,Master's,Project Engineer,11.0,128078.0,Senior
43.0,Male,High School,Software Engineer,22.0,165919.0,Senior
55.0,Male,Bachelor's,Project Engineer,28.0,193964.0,Senior
40.0,Female,Master's,Software Engineer,16.0,138032.0,Senior
49.0,Female,High School,Project Engineer,25.0,154207.0,Senior
42.0,Female,Bachelor's,Software Engineer,18.0,148446.0,Senior
46.0,Male,Bachelor's,Project Engineer,23.0,181699.0,Senior
42.0,Female,Master's,Software Engineer,16.0,138286.0,Senior
36.0,Male,Bachelor's,Project Engineer,14.0,119224.0,Senior
41.0,Female,Bachelor's,Project Engineer,20.0,151315.0,Senior
39.0,Female,Master's,Software Engineer,15.0,134641.0,Senior
47.0,Male,Master's,Project Engineer,25.0,178859.0,Senior
38.0,Female,Master's,Software Engineer,13.0,134858.0,Senior
43.0,Male,Master's,Software Engineer,21.0,187081.0,Senior
29.0,Female,Master's,Software Engineer,6.0,132720.0,Senior
35.0,Male,Master's,Project Engineer,8.0,101332.0,Senior
35.0,Female,Bachelor's,Project Engineer,12.0,166375.0,Senior
43.0,Male,Master's,Software Engineer,21.0,185119.0,Senior
52.0,Female,Master's,Software Engineer,28.0,186963.0,Senior
30.0,Male,High School,Project Engineer,11.0,103947.0,Senior
58.0,Male,Master's,Software Engineer,27.0,190004.0,Senior
46.0,Female,Bachelor's,Software Engineer,20.0,139398.0,Senior
33.0,Female,Master's,Project Engineer,9.0,126753.0,Senior
33.0,Male,Master's,Software Engineer,8.0,139817.0,Senior
24.0,Female,High School,Project Engineer,1.0,52731.0,Senior
28.0,Female,Master's,Software Engineer,5.0,99747.0,Senior
32.0,Male,Master's,Project Engineer,11.0,128078.0,Senior
43.0,Male,High School,Software Engineer,22.0,165919.0,Senior
55.0,Male,Bachelor's,Project Engineer,28.0,193964.0,Senior
40.0,Female,Master's,Software Engineer,16.0,138032.0,Senior
49.0,Female,High School,Project Engineer,25.0,154207.0,Senior
42.0,Female,Bachelor's,Software Engineer,18.0,148446.0,Senior
46.0,Male,Bachelor's,Project Engineer,23.0,181699.0,Senior
42.0,Female,Master's,Software Engineer,16.0,138286.0,Senior
36.0,Male,Bachelor's,Project Engineer,14.0,119224.0,Senior
41.0,Female,Bachelor's,Project Engineer,20.0,151315.0,Senior
39.0,Female,Master's,Software Engineer,15.0,134641.0,Senior
47.0,Male,Master's,Project Engineer,25.0,178859.0,Senior
38.0,Female,Master's,Software Engineer,13.0,134858.0,Senior
30.0,Female,Master's,Project Engineer,5.0,106278.0,Senior
44.0,Male,Master's,Software Engineer,19.0,152203.0,Senior
54.0,Male,Bachelor's,Project Engineer,29.0,191915.0,Senior
46.0,Male,Master's,Software Engineer,21.0,174305.0,Senior
23.0,Female,Bachelor's,Project Engineer,0.0,51831.0,Senior
33.0,Female,Master's,Project Engineer,10.0,112439.0,Senior
36.0,Female,Master's,Software Engineer,13.0,139413.0,Senior
43.0,Male,Bachelor's,Project Engineer,20.0,143084.0,Senior
52.0,Male,Master's,Software Engineer,26.0,184816.0,Senior
29.0,Male,Bachelor's,Project Engineer,6.0,88035.0,Senior
45.0,Female,Master's,Software Engineer,23.0,174436.0,Senior
46.0,Male,Bachelor's,Project Engineer,24.0,166828.0,Senior
54.0,Male,Master's,Software Engineer,31.0,193746.0,Senior
50.0,Female,Bachelor's,Project Engineer,25.0,177177.0,Senior
31.0,Female,Master's,Software Engineer,6.0,113563.0,Senior
32.0,Male,Master's,Project Engineer,8.0,121454.0,Senior
48.0,Female,Master's,Software Engineer,24.0,184006.0,Senior
45.0,Female,Bachelor's,Project Engineer,22.0,171036.0,Senior
31.0,Female,Bachelor's,Software Engineer,7.0,107718.0,Senior
30.0,Female,Master's,Project Engineer,5.0,100425.0,Senior
45.0,Male,Master's,Software Engineer,22.0,181902.0,Senior
28.0,Female,Bachelor's,Project Engineer,4.0,70022.0,Senior
43.0,Female,Master's,Software Engineer,19.0,152944.0,Senior
55.0,Female,Bachelor's,Project Engineer,30.0,183020.0,Senior
39.0,Female,Master's,Software Engineer,14.0,135853.0,Senior
51.0,Male,Master's,Software Engineer,28.0,186610.0,Senior
30.0,Female,Bachelor's,Project Engineer,6.0,89995.0,Senior
42.0,Female,Bachelor's,Software Engineer,20.0,150534.0,Senior
37.0,Female,Bachelor's,Project Engineer,13.0,137336.0,Senior
43.0,Male,Bachelor's,Software Engineer,20.0,154281.0,Senior
30.0,Female,Master's,Project Engineer,6.0,107906.0,Senior
28.0,Male,Master's,Software Engineer,6.0,108607.0,Senior
41.0,Male,Master's,Project Engineer,15.0,143705.0,Senior
46.0,Male,Bachelor's,Software Engineer,22.0,174324.0,Senior
52.0,Male,Master's,Project Engineer,28.0,187120.0,Senior
35.0,Female,Master's,Software Engineer,10.0,130355.0,Senior
33.0,Male,Master's,Project Engineer,10.0,117314.0,Senior
54.0,Male,Bachelor's,Software Engineer,30.0,186321.0,Senior
51.0,Female,Master's,Project Engineer,25.0,177913.0,Senior
31.0,Female,Master's,Software Engineer,6.0,113065.0,Senior
32.0,Male,Master's,Project Engineer,9.0,126916.0,Senior
38.0,Male,PhD,Data Scientist,13.0,170000.0,Senior
41.0,Male,PhD,Data Scientist,16.0,190000.0,Senior
36.0,Male,PhD,Data Scientist,12.0,170000.0,Senior
36.0,Male,PhD,Data Scientist,12.0,170000.0,Senior
36.0,Male,PhD,Data Scientist,12.0,170000.0,Senior
36.0,Male,PhD,Data Scientist,12.0,170000.0,Senior
36.0,Male,PhD,Data Scientist,12.0,170000.0,Senior
36.0,Male,PhD,Data Scientist,12.0,170000.0,Senior
30.0,Female,Master's,Project Engineer,4.0,92438.0,Senior
44.0,Male,Master's,Software Engineer,18.0,152168.0,Senior
54.0,Male,Bachelor's,Project Engineer,28.0,192292.0,Senior
46.0,Male,Master's,Software Engineer,20.0,174938.0,Senior
23.0,Female,Bachelor's,Project Engineer,0.0,52831.0,Senior
33.0,Female,Master's,Project Engineer,10.0,113334.0,Senior
36.0,Female,Master's,Software Engineer,13.0,140010.0,Senior
43.0,Male,Bachelor's,Project Engineer,20.0,142421.0,Senior
52.0,Male,Master's,Software Engineer,27.0,186794.0,Senior
29.0,Male,Bachelor's,Project Engineer,6.0,88552.0,Senior
45.0,Female,Master's,Software Engineer,23.0,174336.0,Senior
46.0,Male,Bachelor's,Project Engineer,25.0,166958.0,Senior
54.0,Male,Master's,Software Engineer,32.0,195270.0,Senior
50.0,Female,Bachelor's,Project Engineer,25.0,177862.0,Senior
31.0,Female,Master's,Software Engineer,6.0,114290.0,Senior
32.0,Male,Master's,Project Engineer,8.0,122354.0,Senior
48.0,Female,Master's,Software Engineer,24.0,184480.0,Senior
45.0,Female,Bachelor's,Project Engineer,22.0,171468.0,Senior
31.0,Female,Bachelor's,Software Engineer,7.0,108267.0,Senior
30.0,Female,Master's,Project Engineer,5.0,100867.0,Senior
45.0,Male,Master's,Software Engineer,22.0,182506.0,Senior
28.0,Female,Bachelor's,Project Engineer,3.0,70397.0,Senior
32.0,Male,Bachelor's,Software Engineer,7.0,106218.0,Senior
48.0,Female,Master's,Software Engineer,23.0,185038.0,Senior
45.0,Female,Bachelor's,Project Engineer,21.0,167015.0,Senior
31.0,Female,Bachelor's,Software Engineer,6.0,104378.0,Senior
30.0,Female,Master's,Project Engineer,5.0,101733.0,Senior
45.0,Male,Master's,Software Engineer,21.0,180367.0,Senior
28.0,Female,Bachelor's,Project Engineer,3.0,70397.0,Senior
32.0,Male,Bachelor's,Software Engineer,7.0,106218.0,Senior
48.0,Female,Master's,Software Engineer,23.0,185038.0,Senior
45.0,Female,Bachelor's,Project Engineer,21.0,167015.0,Senior
31.0,Female,Bachelor's,Software Engineer,6.0,104378.0,Senior
30.0,Female,Master's,Project Engineer,5.0,101733.0,Senior
45.0,Male,Master's,Software Engineer,21.0,180367.0,Senior
30.0,Female,Master's,Project Engineer,4.0,92438.0,Senior
44.0,Male,Master's,Software Engineer,18.0,152168.0,Senior
54.0,Male,Bachelor's,Project Engineer,28.0,192292.0,Senior
46.0,Male,Master's,Software Engineer,20.0,174938.0,Senior
23.0,Female,Bachelor's,Project Engineer,0.0,52831.0,Senior
33.0,Female,Master's,Project Engineer,10.0,113334.0,Senior
36.0,Female,Master's,Software Engineer,13.0,140010.0,Senior
43.0,Male,Bachelor's,Project Engineer,20.0,142421.0,Senior
52.0,Male,Master's,Software Engineer,27.0,186794.0,Senior
29.0,Male,Bachelor's,Project Engineer,6.0,88552.0,Senior
45.0,Female,Master's,Software Engineer,23.0,174336.0,Senior
46.0,Male,Bachelor's,Project Engineer,25.0,166958.0,Senior
54.0,Male,Master's,Software Engineer,32.0,195270.0,Senior
50.0,Female,Bachelor's,Project Engineer,25.0,177862.0,Senior
31.0,Female,Master's,Software Engineer,6.0,114290.0,Senior
32.0,Male,Master's,Project Engineer,8.0,122354.0,Senior
48.0,Female,Master's,Software Engineer,24.0,184480.0,Senior
45.0,Female,Bachelor's,Project Engineer,22.0,171468.0,Senior
31.0,Female,Bachelor's,Software Engineer,7.0,108267.0,Senior
30.0,Female,Master's,Project Engineer,5.0,100867.0,Senior
45.0,Male,Master's,Software Engineer,22.0,182506.0,Senior
28.0,Female,Bachelor's,Project Engineer,3.0,70397.0,Senior
32.0,Male,Bachelor's,Software Engineer,7.0,106218.0,Senior
48.0,Female,Master's,Software Engineer,23.0,185038.0,Senior
45.0,Female,Bachelor's,Project Engineer,21.0,167015.0,Senior
31.0,Female,Bachelor's,Software Engineer,6.0,104378.0,Senior
30.0,Female,Master's,Project Engineer,5.0,101733.0,Senior
45.0,Male,Master's,Software Engineer,21.0,180367.0,Senior
28.0,Female,Bachelor's,Project Engineer,3.0,70397.0,Senior
32.0,Male,Bachelor's,Software Engineer,7.0,106218.0,Senior
48.0,Female,Master's,Software Engineer,23.0,185038.0,Senior
45.0,Female,Bachelor's,Project Engineer,21.0,167015.0,Senior
31.0,Female,Bachelor's,Software Engineer,6.0,104378.0,Senior
30.0,Female,Master's,Project Engineer,5.0,101733.0,Senior
45.0,Male,Master's,Software Engineer,21.0,180367.0,Senior
30.0,Female,Master's,Project Engineer,4.0,92438.0,Senior
44.0,Male,Master's,Software Engineer,18.0,152168.0,Senior
54.0,Male,Bachelor's,Project Engineer,28.0,192292.0,Senior
46.0,Male,Master's,Software Engineer,20.0,174938.0,Senior
23.0,Female,Bachelor's,Project Engineer,0.0,52831.0,Senior
33.0,Female,Master's,Project Engineer,10.0,113334.0,Senior
36.0,Female,Master's,Software Engineer,13.0,140010.0,Senior
43.0,Male,Bachelor's,Project Engineer,20.0,142421.0,Senior
52.0,Male,Master's,Software Engineer,27.0,186794.0,Senior
29.0,Male,Bachelor's,Project Engineer,6.0,88552.0,Senior
45.0,Female,Master's,Software Engineer,23.0,174336.0,Senior
46.0,Male,Bachelor's,Project Engineer,25.0,166958.0,Senior
54.0,Male,Master's,Software Engineer,32.0,195270.0,Senior
50.0,Female,Bachelor's,Project Engineer,25.0,177862.0,Senior
31.0,Female,Master's,Software Engineer,6.0,114290.0,Senior
32.0,Male,Master's,Project Engineer,8.0,122354.0,Senior
48.0,Female,Master's,Software Engineer,23.0,185038.0,Senior
45.0,Female,Bachelor's,Project Engineer,22.0,171468.0,Senior
31.0,Female,Bachelor's,Software Engineer,7.0,108267.0,Senior
30.0,Female,Master's,Project Engineer,5.0,100867.0,Senior
45.0,Male,Master's,Software Engineer,22.0,182506.0,Senior
28.0,Female,Bachelor's,Project Engineer,4.0,82944.0,Senior
36.0,Female,Master's,Software Engineer,14.0,141090.0,Senior
50.0,Female,Master's,Project Engineer,22.0,182768.0,Senior
38.0,Male,Master's,Software Engineer,14.0,147708.0,Senior
48.0,Female,Bachelor's,Project Engineer,21.0,163209.0,Senior
35.0,Female,Master's,Software Engineer,11.0,134979.0,Senior
36.0,Female,Master's,Project Engineer,11.0,134482.0,Senior
30.0,Female,Bachelor's,Software Engineer,5.0,100151.0,Senior
45.0,Female,PhD,Project Engineer,21.0,181285.0,Senior
42.0,Male,Master's,Software Engineer,19.0,175684.0,Senior
43.0,Male,Bachelor's,Project Engineer,20.0,162231.0,Senior
50.0,Female,Master's,Software Engineer,21.0,177002.0,Senior
38.0,Female,Bachelor's,Project Engineer,13.0,131860.0,Senior
36.0,Male,Bachelor's,Software Engineer,13.0,135378.0,Senior
48.0,Male,PhD,Software Engineer,26.0,194638.0,Senior
36.0,Female,Master's,Project Engineer,12.0,130356.0,Senior
50.0,Female,Master's,Software Engineer,23.0,183690.0,Senior
38.0,Male,Master's,Software Engineer,15.0,148437.0,Senior
48.0,Female,Bachelor's,Project Engineer,22.0,168691.0,Senior
41.0,Female,PhD,Data Scientist,16.0,200000.0,Senior
36.0,Male,PhD,Data Scientist,12.0,170000.0,Senior
36.0,Male,PhD,Data Scientist,12.0,170000.0,Senior
36.0,Male,PhD,Data Scientist,12.0,170000.0,Senior
36.0,Male,PhD,Data Scientist,12.0,170000.0,Senior
